clientid,income,default
1364,32866.57824,0
1365,30958.90796,0
1366,27550.89527,1
1367,36024.93789,0
1368,46801.27429,0
1369,27082.71898,0
1370,65435.03538,1
1371,59295.74108,0
1372,45435.26724,0
1373,61742.60958,0
1374,31396.86601,0
1375,35916.70415,0
1376,43969.60416,1
1377,60624.81537,0
1378,69939.32968,0
1379,69755.32016,0
1380,69478.39876,1
1381,34192.16052,1
1382,57457.85794,0
1383,63910.33466,0
1384,26643.80899,0
1385,23985.07542,0
1386,63660.64881,0
1387,44102.33009,0
1388,29409.8059,0
1389,49294.65931,0
1390,39553.64738,0
1391,68583.04105,0
1392,31060.60626,0
1393,29190.32462,0
1394,63437.70015,0
1395,35243.06323,0
1396,36475.35353,0
1397,63271.60883,1
1398,45540.32552,0
1399,68565.3855,0
1400,20063.09958,1
1401,44222.2622,0
1402,67839.24446,0
1403,54009.69228,0
1404,52234.07535,0
1405,28423.13147,0
1406,52623.43759,0
1407,25636.33357,0
1408,60842.94116,0
1409,36727.746,0
1410,63830.74744,0
1411,43108.41456,0
1412,25285.26113,0
1413,57646.24291,0
1414,51027.56761,0
1415,37389.77238,1
1416,65017.59349,0
1417,20595.93458,0
1418,56445.47391,0
1419,60864.32175,0
1420,51231.01043,0
1421,41103.13692,0
1422,56267.05082,0
1423,20774.84582,0
1424,46424.22123,0
1425,29909.554,0
1426,62808.50507,0
1427,41243.80514,0
1428,46089.14789,0
1429,69191.23338,0
1430,60846.66501,1
1431,66558.93437,0
1432,27428.28187,0
1433,60912.79896,0
1434,28127.50945,0
1435,64029.54348,0
1436,61836.73562,1
1437,37005.07185,0
1438,56003.5734,0
1439,58038.92625,0
1440,29237.2562,0
1441,33265.79055,1
1442,66236.92716,0
1443,41978.7125,0
1444,63453.22313,1
1445,24985.59066,0
1446,53593.1132,0
1447,54179.72187,0
1448,20126.41377,0
1449,51180.83971,0
1450,36455.70151,0
1451,39188.94529,0
1452,47852.9269,0
1453,20014.48947,0
1454,28630.00951,1
1455,66688.91312,0
1456,53226.19441,0
1457,35609.47835,0
1458,64065.68286,0
1459,54935.65838,0
1460,67800.58133,0
1461,46893.33671,0
1462,54648.96698,0
1463,31410.50729,0
1464,36989.58954,0
1465,33198.12828,1
1466,47704.38083,0
1467,30569.5727,0
1468,61398.68707,0
1469,67750.82599,0
1470,47637.86203,0
1471,38357.51752,0
1472,43156.30527,0
1473,41101.54295,0
1474,59475.49718,0
1475,40708.91941,1
1476,30391.4733,0
1477,46024.14456,0
1478,66529.48522,0
1479,68115.98033,0
1480,38423.08429,0
1481,33227.28018,1
1482,61674.45723,0
1483,26931.06825,0
1484,60040.99384,0
1485,26181.24241,0
1486,61552.21751,0
1487,29705.07473,0
1488,53934.81227,0
1489,23007.38788,0
1490,48552.84341,0
1491,66370.88876,0
1492,49140.26986,0
1493,39684.9818,0
1494,32025.40445,0
1495,55568.17946,0
1496,45898.51352,1
1497,39217.90992,0
1498,34070.604,0
1499,66768.36121,0
1500,31400.85843,0
1501,49335.75726,0
1502,51774.05251,0
1503,43064.64735,0
1504,41226.13468,0
1505,43044.51778,0
1506,33546.29204,0
1507,69209.33087,0
1508,32291.54455,0
1509,66274.0729,1
1510,34102.7912,0
1511,21144.56287,0
1512,41049.97459,0
1513,36351.27773,1
1514,63144.45921,0
1515,32086.91354,1
1516,28873.16732,0
1517,65359.29615,0
1518,49064.28847,0
1519,23763.06056,0
1520,51845.94256,0
1521,67035.32642,0
1522,49240.7625,0
1523,36132.32759,0
1524,67006.80649,0
1525,39453.64561,0
1526,52205.60706,0
1527,46319.4168,0
1528,29398.72742,0
1529,31135.60771,0
1530,65603.81676,1
1531,41362.50837,0
1532,60302.559,0
1533,54468.27921,0
1534,47683.71578,0
1535,38160.1165,0
1536,22925.81208,0
1537,64087.85881,0
1538,65824.51566,0
1539,53451.93154,0
1540,36455.48471,0
1541,39573.34144,1
1542,41052.36578,0
1543,37895.18173,0
1544,44827.23377,0
1545,28341.08677,0
1546,56887.2028,0
1547,25146.59568,0
1548,54739.16452,1
1549,30497.20451,1
1550,25358.89794,0
1551,29993.5633,0
1552,64675.77948,0
1553,56256.03887,0
1554,31702.3343,0
1555,34113.11328,1
1556,44666.01285,0
1557,39421.36684,1
1558,21683.19372,0
1559,65697.59284,0
1560,68657.7893,0
1561,66981.413,0
1562,45971.13349,0
1563,42965.99275,0
1564,50895.81034,0
1565,46175.03194,0
1566,44984.89912,0
1567,66941.86486,1
1568,31022.14485,0
1569,46583.1996,1
1570,56201.84143,0
1571,31587.06486,0
1572,40716.19089,0
1573,64966.06564,1
1574,68503.20589,0
1575,33867.50226,1
1576,54195.01517,0
1577,50565.33709,0
1578,57216.10102,0
1579,29849.96714,0
1580,29072.15179,0
1581,29775.14222,0
1582,46672.71314,0
1583,66393.71115,0
1584,29338.25645,1
1585,67289.58568,1
1586,45980.33434,1
1587,34163.62565,0
1588,52216.8158,1
1589,62313.27763,0
1590,49205.6371,0
1591,65688.7315,0
1592,43489.82845,0
1593,40966.67453,0
1594,37261.44712,0
1595,58775.40389,0
1596,39395.83041,0
1597,21144.16215,0
1598,33126.13272,0
1599,30931.50602,0
1600,31936.94201,0
1601,38157.02968,0
1602,21032.81869,1
1603,50238.53247,0
1604,67346.66246,0
1605,33261.64602,0
1606,53113.0361,0
1607,42749.99032,0
1608,42108.19992,0
1609,61344.53221,0
1610,54738.68229,0
1611,69695.15045,1
1612,62507.35478,0
1613,61922.77464,0
1614,58023.72377,0
1615,27010.88377,0
1616,21194.61617,0
1617,68338.0974,1
1618,67772.79368,0
1619,67131.80269,0
1620,33159.21728,0
1621,66087.08847,0
1622,60362.34427,1
1623,54609.46518,0
1624,63637.28183,1
1625,40918.5703,0
1626,51486.13032,0
1627,44896.25649,0
1628,24877.68441,0
1629,52263.3555,1
1630,42775.52551,0
1631,67064.01367,1
1632,50307.94468,0
1633,37432.68096,0
1634,30084.15883,0
1635,61427.41464,0
1636,54718.85279,0
1637,47923.57551,0
1638,22880.7276,0
1639,46118.5501,0
1640,35082.38569,0
1641,38387.32228,1
1642,57413.57224,0
1643,28198.09734,0
1644,50117.85704,0
1645,34876.33293,0
1646,64126.49168,0
1647,41916.69268,0
1648,50052.29293,0
1649,39158.91751,0
1650,62219.03754,0
1651,67151.31861,0
1652,46166.16313,0
1653,23881.78651,0
1654,48445.11312,0
1655,32441.65201,0
1656,33820.18651,0
1657,61812.90135,0
1658,25347.57266,0
1659,33965.52371,0
1660,23641.70268,0
1661,50660.90425,0
1662,44037.24398,0
1663,51657.12396,0
1664,46573.24438,0
1665,26922.46222,0
1666,48414.25154,0
1667,43974.84053,0
1668,65913.83201,1
1669,64715.99897,0
1670,25481.98791,0
1671,54170.53261,0
1672,51653.70474,0
1673,66054.50623,0
1674,60019.44714,0
1675,31523.95286,0
1676,65660.94854,0
1677,61893.48364,0
1678,49230.09821,0
1679,38337.82947,0
1680,64016.43339,0
1681,46308.64516,0
1682,66209.14427,0
1683,47770.71142,0
1684,29856.48632,1
1685,21451.49729,0
1686,59673.17045,0
1687,47481.42964,1
1688,36219.77291,0
1689,59458.70434,0
1690,67010.84098,0
1691,58693.41942,0
1692,43041.04139,0
1693,31920.41272,0
1694,32771.12541,0
1695,55487.14713,0
1696,68406.80717,0
1697,37277.12306,0
1698,39762.52658,0
1699,41674.24314,0
1700,25789.74203,0
1701,24575.05989,0
1702,58082.3601,0
1703,67881.8805,0
1704,50115.0549,0
1705,40443.20363,0
1706,65824.83738,0
1707,51199.86984,0
1708,67032.28946,0
1709,42205.6829,0
1710,37730.36211,0
1711,47398.31104,0
1712,48933.20969,0
1713,53078.85583,0
1714,53236.993,0
1715,58121.95469,0
1716,57261.15139,0
1717,52102.5909,1
1718,45165.92595,0
1719,58809.29247,0
1720,36598.34047,0
1721,62096.28261,1
1722,68114.07098,0
1723,67978.46685,0
1724,26615.5243,0
1725,51254.37001,0
1726,34428.97264,1
1727,60974.58714,0
1728,63330.73455,0
1729,58168.47407,0
1730,59579.60921,0
1731,52219.8955,0
1732,28700.87259,1
1733,27193.74305,1
1734,67417.571,0
1735,57341.43277,0
1736,64056.53612,0
1737,66370.69351,0
1738,45045.43165,0
1739,58609.13148,0
1740,53289.06797,1
1741,60309.32883,0
1742,45139.48639,0
1743,22815.64061,0
1744,45215.01469,0
1745,40568.07518,0
1746,43721.25181,0
1747,38129.75487,0
1748,22547.96164,0
1749,57468.05944,0
1750,25534.67352,0
1751,26325.50339,0
1752,65913.83084,0
1753,67119.13596,0
1754,62020.46813,0
1755,37965.84934,0
1756,62114.85602,1
1757,36871.06176,0
1758,65030.90935,0
1759,23193.6046,0
1760,59568.62432,0
1761,50527.58417,0
1762,60776.11021,1
1763,61632.28271,0
1764,45930.45265,0
1765,25857.76559,0
1766,55093.92123,0
1767,42301.33448,0
1768,51903.53425,0
1769,64398.14616,0
1770,41089.51083,0
1771,36727.5509,0
1772,38163.39454,0
1773,35949.89641,0
1774,44979.80219,1
1775,48211.58184,0
1776,28267.08995,0
1777,33816.22334,0
1778,33078.99598,0
1779,36019.8172,0
1780,34238.53029,0
1781,62064.52068,0
1782,44867.61524,0
1783,37162.88822,0
1784,65680.94802,0
1785,58772.85748,0
1786,32435.24811,0
1787,58028.2132,0
1788,60595.27533,0
1789,36565.80389,0
1790,20742.69697,0
1791,46666.63801,1
1792,32203.56694,0
1793,36535.31539,0
1794,28163.29507,0
1795,39019.35774,0
1796,24709.08325,0
1797,43052.96856,0
1798,25003.91611,0
1799,46696.89266,0
1800,50112.4622,0
1801,43265.90032,0
1802,67802.69446,0
1803,55408.70595,0
1804,67048.893,0
1805,40262.59764,0
1806,46427.49918,0
1807,46911.1971,0
1808,57359.55243,1
1809,34569.30464,0
1810,52797.40104,0
1811,56630.39526,0
1812,45245.73975,0
1813,20803.61454,0
1814,57717.60679,0
1815,20647.88765,0
1816,59046.45715,0
1817,62662.25883,0
1818,33614.49461,0
1819,48765.12887,0
1820,57240.75694,0
1821,49973.66646,0
1822,41255.93969,0
1823,61129.72316,0
1824,48938.58344,0
1825,68648.2414,1
1826,41250.82854,0
1827,22415.65476,0
1828,24112.49939,0
1829,41692.60518,0
1830,23516.7277,0
1831,53812.22648,0
1832,29750.2948,0
1833,22633.67692,0
1834,28713.83052,0
1835,63321.90927,1
1836,35276.58799,1
1837,35914.60931,0
1838,31568.14432,0
1839,39934.06749,0
1840,48614.84968,0
1841,29838.12481,1
1842,57745.35888,0
1843,44447.5293,0
1844,51768.00534,1
1845,34891.14044,0
1846,45382.8079,0
1847,40719.49032,1
1848,55145.78501,0
1849,48752.42408,1
1850,55763.42742,1
1851,36431.16141,0
1852,40522.82828,0
1853,42465.66975,0
1854,38561.94404,0
1855,54957.44967,0
1856,24822.06984,0
1857,25252.48774,0
1858,25671.74258,0
1859,60672.14559,0
1860,60729.94924,0
1861,40240.72756,1
1862,57513.81746,1
1863,64287.39763,0
1864,48428.03365,1
1865,55313.83225,1
1866,27045.39957,0
1867,58216.07198,1
1868,34722.96483,0
1869,58503.77101,0
1870,55299.78724,0
1871,49501.90592,0
1872,61765.70904,0
1873,48430.99367,1
1874,66366.95742,0
1875,55320.78001,0
1876,48774.28816,0
1877,61679.95316,0
1878,61485.1796,0
1879,24402.44017,0
1880,21258.90278,0
1881,48763.68054,1
1882,24406.89381,0
1883,61693.58631,0
1884,22748.03304,0
1885,21479.94672,0
1886,51286.6564,0
1887,27153.66392,0
1888,36370.49398,0
1889,32400.54496,0
1890,60434.16443,0
1891,57303.47976,0
1892,42994.68224,0
1893,68339.80794,0
1894,49292.30314,0
1895,57802.4297,0
1896,50779.38079,0
1897,35993.98976,0
1898,21771.12934,0
1899,61414.80126,0
1900,35784.66349,0
1901,24791.1867,0
1902,49048.75736,0
1903,69852.05872,0
1904,21217.74746,1
1905,48031.06741,0
1906,64072.31322,0
1907,56689.4639,0
1908,45769.25952,0
1909,35020.48877,1
1910,56751.92851,0
1911,27363.6318,0
1912,48455.71741,0
1913,21424.09133,0
1914,69992.33271,0
1915,68110.23995,1
1916,48015.55474,0
1917,23102.21779,0
1918,46134.85414,0
1919,48547.96138,0
1920,26095.02691,0
1921,64057.84479,0
1922,24454.19062,0
1923,40506.94401,0
1924,43421.04574,0
1925,55881.5418,1
1926,45917.60069,0
1927,52901.90954,0
1928,41183.82466,0
1929,25379.91548,1
1930,27514.08847,0
1931,44241.283,1
1932,29076.33771,0
1933,60536.91287,0
1934,47881.956,0
1935,49144.37106,0
1936,33707.80104,0
1937,46442.28279,0
1938,25602.95725,0
1939,61236.39608,0
1940,48187.34788,0
1941,29933.20193,1
1942,41027.90736,0
1943,49990.66011,0
1944,59792.50859,0
1945,35879.51999,0
1946,29102.22172,0
1947,30047.81941,0
1948,59299.16272,0
1949,64484.0148,0
1950,36352.42229,0
1951,66034.7543,0
1952,51650.27137,0
1953,31898.15991,0
1954,58780.2335,0
1955,67754.10467,0
1956,48500.26815,0
1957,55704.79816,0
1958,50458.9582,0
1959,48263.00343,1
1960,38755.16271,0
1961,68131.6643,0
1962,28991.42394,0
1963,35108.55795,0
1964,28858.59887,1
1965,22800.79677,1
1966,29572.9759,0
1967,21982.01737,1
1968,45576.83836,0
1969,55068.66894,0
1970,56441.01624,0
1971,68047.92531,0
1972,36275.73586,0
1973,52389.36685,0
1974,23678.37611,0
1975,37707.64295,0
1976,57753.56896,0
1977,30529.96329,0
1978,44022.26874,0
1979,58533.88468,0
1980,33702.53183,0
1981,40236.87207,0
1982,62619.15599,0
1983,50738.36219,0
1984,64466.76014,1
1985,64636.40219,0
1986,22371.52219,0
1987,67994.98847,0
1988,49640.0047,0
1989,42067.24645,0
1990,43662.09269,1
1991,34237.57542,0
1992,26300.44655,0
1993,30803.80616,0
1994,54421.41016,0
1995,24254.70079,0
1996,59221.04487,0
1997,69516.12757,0
1998,44311.44926,1
1999,43756.0566,0
2000,69436.57955,0
