income,loan,default
30742.57971,5685.653641,1
20491.56433,1579.168249,0
35620.41863,3611.295903,0
50206.13372,5826.462898,0
67935.45387,8267.326053,0
59223.3966,3901.402085,0
32657.26868,1796.270503,0
55931.65458,4053.519938,0
23694.77887,764.29719,0
44324.28637,2672.692026,0
34735.49175,1402.217854,0
67064.34474,1091.624816,0
42761.49268,610.6578471,0
49517.72233,7337.950431,1
54372.18266,839.1250812,0
29941.96837,3170.045654,0
68414.12078,6154.052457,0
23891.24457,3475.905423,0
47187.57155,7933.469449,1
39819.92094,3577.44769,0
50632.27924,1262.356066,0
39970.21125,7867.616836,0
55176.1396,7822.936091,0
50533.57195,117.7125869,0
52983.87446,5567.941087,0
31187.66993,593.1247798,0
34909.98223,2852.371795,0
53810.84766,9154.477015,0
55478.96737,6227.541774,0
60394.09487,8293.576747,0
36845.73868,1790.013566,0
60264.94065,2241.388144,0
52981.5086,3759.937234,0
50222.76242,8734.740617,1
59256.55596,9812.978717,0
43203.41422,7730.727575,0
46288.75641,6053.791581,1
58176.15493,9852.14111,0
25631.43473,4778.700543,0
58977.99765,9442.01161,1
25048.01599,2341.367858,0
33436.48901,5473.985551,1
23787.36705,3041.552908,0
69456.56777,13190.36589,0
65447.61161,3269.534327,0
68743.35318,2290.204289,0
36052.5776,2830.179862,0
24820.79247,51.94924278,0
26046.38417,4669.457353,0
60850.80244,7206.852593,0
69929.011,12427.8357,0
53298.49615,2106.709791,0
48818.38232,2312.421777,0
38042.08416,3495.856306,0
42119.82271,1930.566532,0
62247.87974,1870.715089,0
62252.08816,1699.680972,0
36973.08569,4144.448144,0
54217.23678,8836.775689,1
44218.76632,1693.920179,0
33274.05027,2244.883109,0
54656.54904,9911.134963,1
67593.51708,9864.078027,1
39472.70725,596.4811795,0
30572.44686,1847.09425,0
50447.69963,2443.768915,0
49198.65266,483.6201677,0
53768.22821,3696.953244,0
52809.54629,6276.830737,0
38011.72665,4625.193378,1
58910.29177,3671.923094,0
57914.73107,6715.857908,0
39494.76692,3544.156039,0
45918.87525,1910.329531,0
55649.05588,7660.346171,1
27136.6288,2253.190253,0
62724.63612,9255.137755,0
32921.84858,2553.212778,0
28482.64955,329.4500422,0
44170.22174,2168.751735,0
60664.3716,5873.410979,0
64501.93043,12147.31422,1
28237.51739,2728.189944,0
67420.59545,3668.994784,0
55642.99339,2841.697982,0
56086.05809,3990.85076,0
57676.73918,10504.66817,1
62535.63285,9490.26419,0
60686.76857,10614.13095,0
25032.30094,680.9047822,0
22228.34529,2187.213337,0
41435.15375,3702.171428,0
43955.4094,7833.477761,0
60063.69309,6766.294181,0
34635.74475,4859.235287,1
63944.32373,12213.94934,1
35403.42733,2929.359704,0
53654.07937,6587.775556,0
23508.23073,4622.841065,0
61869.46603,1040.493673,0
20674.89708,299.8251378,0
22127.92411,1777.828551,0
27408.72961,2591.028947,0
60720.7961,3278.179727,0
34760.01932,28.88253444,0
23057.36392,2487.165182,0
42380.99506,6832.684817,0
37887.54939,5061.777831,1
39988.74074,357.0881242,0
25026.50564,3845.741849,0
43588.08143,6453.057979,0
20897.42669,2940.42397,1
24904.62467,3376.907465,0
66068.63504,5626.86934,0
36126.23109,3805.802721,0
23626.72679,2173.76769,0
30200.24326,4871.677576,0
65569.78524,12494.26726,0
20617.26101,2224.068134,0
25817.45462,3682.861931,1
21448.82799,1989.182976,0
69370.17764,4605.918773,0
34145.79955,4074.952591,0
52651.25686,6529.019522,0
40069.33838,3646.051618,0
39246.54489,919.11464,0
56233.78954,9642.092538,0
49264.26833,801.779606,0
30451.63616,475.4205917,0
28726.9963,3675.833415,1
20113.25349,2507.64971,1
43434.77543,3672.109828,0
59208.71608,11479.43781,1
69310.95727,1590.325804,0
60567.42444,571.9329349,0
22048.89504,4199.024356,0
66733.71025,5366.640793,0
22209.00951,4096.783714,1
49032.66241,1777.953131,0
26558.36106,22.32793318,0
49255.45797,4951.915771,0
30218.15123,5914.516662,0
56317.08282,8045.440953,1
53825.43058,431.4501612,0
34927.99361,1957.057929,0
53287.38502,4432.665444,0
32032.55674,4582.938274,0
48405.72681,3766.614435,0
46132.91405,3216.491255,0
29049.07149,2562.695554,0
68550.68786,3879.672652,0
47474.8196,5083.728272,0
50021.65541,1054.268085,0
64089.13191,6272.78845,0
28451.70557,1042.850376,0
58132.47127,5491.035602,0
30961.16614,162.7955961,0
64162.64961,6938.01252,0
67470.11702,12715.29472,0
68263.76624,4124.330404,0
42889.33416,6340.708855,0
20155.79236,3489.957148,0
58178.61457,10948.49949,0
45735.45569,2944.537354,0
30037.20313,1247.012791,0
64392.51221,4513.243712,0
26291.3758,1094.177529,0
36008.381,3709.304431,0
54953.97966,365.6461852,0
28753.32549,4990.369091,0
41993.98432,6644.344214,0
56696.4586,9686.630307,0
51906.04616,10235.27261,0
30939.39338,6115.822333,0
38520.72397,4176.949955,0
33489.03986,3581.655047,0
52836.00643,5671.644328,0
51733.28751,7906.141179,1
41273.7715,3299.885072,0
68223.68431,7364.001945,0
28222.87891,613.2406201,0
21921.36108,1901.143922,0
38852.93302,7513.182864,1
59621.36764,7014.622708,0
41377.7456,5324.048185,0
54405.62497,6253.206677,0
60103.01157,2632.265613,0
67528.65421,7877.415131,0
61156.93738,3250.006084,0
42955.6946,2962.825186,0
46923.04677,3107.883782,0
24951.25749,2544.356003,0
26267.52942,59.46916335,0
64603.92088,11264.69116,1
34667.0204,2827.289402,0
66008.39707,9189.611514,1
45840.20762,5299.239719,0
32188.01624,4659.953325,0
50289.66475,6127.381688,1
36837.53085,1598.183569,0
28852.03381,5705.986163,0
68127.16681,12099.9703,0
41349.12251,8083.232201,0
69132.46258,7621.410219,0
38477.3256,289.576582,0
68291.15365,9577.955143,0
58074.60654,8551.259893,0
26867.10826,1730.151907,0
32348.45015,3229.820063,0
31044.39176,4465.872769,0
29279.74979,2291.988119,0
35145.10019,510.7399689,0
44405.28066,3917.876098,0
42059.6369,5310.271529,0
28612.20306,4948.48807,0
46546.70455,254.8435786,0
22832.32393,3318.407787,1
21565.92154,4136.761126,0
26078.21358,3665.880899,1
60503.54785,6766.53302,0
31233.30776,1662.453616,0
34505.80093,2151.696592,0
35485.11827,2482.04225,0
45986.3534,7112.926157,1
43308.17898,6777.198246,1
53284.11968,849.5451843,0
68398.28748,8106.859293,0
64743.70707,4304.929109,0
68412.60985,551.8430811,0
59695.10715,8889.928408,1
32406.57073,3394.65824,0
33184.19598,4580.097831,0
47688.25057,1377.018407,0
42591.59524,4602.245841,0
34051.52804,6224.152886,0
61800.03438,9143.611709,1
45360.71627,4569.994987,0
20252.12346,3360.059414,1
30134.7096,958.9980819,0
56217.3265,2866.5859,0
31722.73095,2877.756104,0
60178.44619,3203.615438,0
51144.24305,3411.656424,0
22449.07739,1187.42695,0
44932.87511,622.9128105,0
40929.48394,2352.287116,0
31092.26772,5617.993126,0
44743.55163,2574.707756,0
60770.22902,2242.82576,0
43528.48431,2264.725152,0
25008.94953,2941.028155,0
47433.41542,9139.14371,0
50064.34637,417.6331058,0
60348.41356,3037.968147,0
67471.1271,4448.412323,0
30492.87567,4834.738644,0
25640.07888,3105.443021,1
55040.75817,8352.061533,0
34476.70638,898.1339068,0
23345.86645,4548.110289,0
24426.02987,823.835162,0
65849.88967,5051.302388,0
60454.52565,7875.070926,0
22680.31843,1743.774685,0
44471.87373,5883.660558,1
46572.32,721.3416051,0
24369.84125,1366.536025,0
56830.27286,10462.74045,0
46942.99652,2187.065484,0
42521.79071,6745.817708,0
63188.32853,3960.855647,0
29410.17752,812.3235343,0
46668.62847,1833.48585,0
62693.26958,5321.712558,0
65307.12748,1906.79553,0
59589.06429,4191.715856,0
41019.54879,3005.826864,0
48058.87138,6527.990222,0
50208.53002,729.6044303,0
62526.88793,5835.542391,0
48192.18561,5026.474557,0
30884.05673,4099.902045,1
36965.74248,6333.391588,0
43536.03891,6427.726093,1
69181.66406,1173.740942,0
64233.0407,12104.53421,1
52593.51506,811.9078625,0
32282.25175,3345.941958,0
54077.84328,7149.066896,0
51595.35748,385.4033625,0
23097.37648,4517.579801,0
27407.0562,2949.931674,0
64395.29807,10054.63464,0
60432.21666,6300.868939,0
42990.98283,4665.581021,0
41581.88992,7895.112865,1
53289.06529,8047.140754,0
22372.50524,1118.926064,0
57119.73969,10211.72193,1
31112.05942,424.3521316,0
68936.32135,11073.1585,0
20436.33129,2356.18197,0
20583.61217,53.18620734,0
58988.3058,4728.259542,0
45311.83184,3103.812228,0
60856.83099,10238.4963,0
45818.28325,8137.164403,0
20904.55548,2606.023776,0
49908.29187,2903.036128,0
55988.29528,7745.754809,1
62125.25811,5700.457195,0
48822.72096,599.347887,0
29976.8291,3796.03274,0
41944.26819,1203.700529,0
36970.36044,1268.506383,0
39992.71911,4999.202015,1
42450.54304,6210.280587,0
42146.93762,7367.258247,1
52841.51644,5957.386324,0
66418.95631,9340.544462,0
44047.66656,2096.917501,0
24821.21413,874.3242555,0
35583.61854,27.25248225,0
25289.60724,2130.793535,0
39770.12866,280.8785474,0
59511.1387,2520.514452,0
51211.65404,4093.360006,0
56530.49727,5957.993317,0
42604.46298,7942.168145,0
66642.00775,4958.067776,0
35527.83449,325.1195915,0
66896.76531,387.3944203,0
51980.35954,6243.04503,0
40081.42056,770.7775496,0
50167.67175,5592.651807,0
39545.95959,5787.658045,0
43372.39761,474.5253267,0
33084.16985,5762.469958,0
53187.97965,4879.846139,0
48290.88046,4902.975221,0
66078.76935,3664.621452,0
51547.16666,6563.41158,0
39393.14058,5415.054667,0
69592.01083,13025.05657,0
54588.50119,2847.819173,0
44964.0106,693.2147138,0
46081.64555,1487.786041,0
45564.01535,715.8366044,0
62657.60254,5771.088254,0
67921.63211,1399.875472,0
59514.01238,2504.722649,0
48422.53611,3520.565901,0
22001.31745,2155.812173,0
52529.69877,9808.19094,1
24061.46316,3980.578783,1
23450.87213,1419.805523,0
32866.57824,6037.007733,0
30958.90796,1558.930765,0
27550.89527,3944.219318,1
36024.93789,4155.44929,0
46801.27429,5315.97382,0
27082.71898,4990.557123,0
65435.03538,12727.99755,1
59295.74108,493.7144299,0
45435.26724,2143.386972,0
61742.60958,326.9895676,0
31396.86601,3719.230135,0
35916.70415,6401.189486,0
43969.60416,7455.920157,1
60624.81537,6740.716136,0
69939.32968,2225.224533,0
69755.32016,13766.05124,0
69478.39876,10229.40788,1
34192.16052,5233.663228,1
57457.85794,3608.805202,0
63910.33466,8986.718948,0
26643.80899,1413.783224,0
23985.07542,2284.209129,0
63660.64881,7832.572411,0
44102.33009,842.5690773,0
29409.8059,3388.560923,0
49294.65931,4574.85478,0
39553.64738,7063.898036,0
68583.04105,2922.288685,0
31060.60626,3729.97465,0
29190.32462,5239.594773,0
63437.70015,11963.36422,0
35243.06323,748.9407179,0
36475.35353,413.3111631,0
63271.60883,11298.17219,1
45540.32552,1490.470251,0
68565.3855,1231.537368,0
20063.09958,2495.132991,1
44222.2622,7443.486707,0
67839.24446,5609.326602,0
54009.69228,884.7355047,0
52234.07535,9255.842934,0
28423.13147,5282.849182,0
52623.43759,1156.319703,0
25636.33357,1239.688258,0
60842.94116,6608.968795,0
36727.746,7287.540764,0
63830.74744,5271.626982,0
43108.41456,647.8793786,0
25285.26113,1027.577792,0
57646.24291,1452.493378,0
51027.56761,3313.30041,0
37389.77238,7365.938916,1
65017.59349,1017.166545,0
20595.93458,1330.067638,0
56445.47391,6875.579683,0
60864.32175,3704.032126,0
51231.01043,813.0279887,0
41103.13692,3644.301903,0
56267.05082,8238.115021,0
20774.84582,1347.331612,0
46424.22123,4087.180707,0
29909.554,4495.278753,0
62808.50507,6465.75059,0
41243.80514,4161.573148,0
46089.14789,1618.218357,0
69191.23338,6270.574035,0
60846.66501,8974.492021,1
66558.93437,3090.992455,0
27428.28187,1287.632081,0
60912.79896,3870.333893,0
28127.50945,3279.557824,0
64029.54348,1644.339177,0
61836.73562,10971.97464,1
37005.07185,1068.887398,0
56003.5734,3639.900038,0
58038.92625,538.2305227,0
29237.2562,23.91642787,0
33265.79055,5968.442038,1
66236.92716,2756.9723,0
41978.7125,1603.924862,0
63453.22313,10668.36351,1
24985.59066,2017.139948,0
53593.1132,1428.189214,0
54179.72187,10028.01586,0
20126.41377,1432.355862,0
51180.83971,2875.44523,0
36455.70151,3437.076895,0
39188.94529,3545.162249,0
47852.9269,3295.320061,0
20014.48947,2426.306223,0
28630.00951,4406.995056,1
66688.91312,9690.308798,0
53226.19441,5686.643116,0
35609.47835,2574.093432,0
64065.68286,771.7174942,0
54935.65838,7921.83051,0
67800.58133,5035.139378,0
46893.33671,9131.864419,0
54648.96698,10674.77021,0
31410.50729,5797.292398,0
36989.58954,556.5559407,0
33198.12828,4285.386912,1
47704.38083,2717.079485,0
30569.5727,4752.557572,0
61398.68707,9008.154521,0
67750.82599,6855.986311,0
47637.86203,6708.673591,0
38357.51752,2548.413916,0
43156.30527,2413.011907,0
41101.54295,5240.114373,0
59475.49718,2628.262124,0
40708.91941,5532.343843,1
30391.4733,2072.634066,0
46024.14456,4318.377722,0
66529.48522,6337.674939,0
68115.98033,7458.559482,0
38423.08429,3676.568354,0
33227.28018,6470.410381,1
61674.45723,4054.551771,0
26931.06825,3668.646773,0
60040.99384,2659.694541,0
26181.24241,2618.973497,0
61552.21751,4042.539734,0
29705.07473,1912.205091,0
53934.81227,2085.817639,0
23007.38788,2296.795327,0
48552.84341,5650.889688,0
66370.88876,5176.361161,0
49140.26986,8832.651707,0
39684.9818,2590.928175,0
32025.40445,217.488528,0
55568.17946,6114.867546,0
45898.51352,5617.178645,1
39217.90992,864.6240529,0
34070.604,1401.685061,0
66768.36121,4255.367636,0
31400.85843,4464.404268,0
49335.75726,2549.620474,0
51774.05251,1508.761776,0
43064.64735,787.0471897,0
41226.13468,2155.660059,0
43044.51778,1661.71346,0
33546.29204,5347.295507,0
69209.33087,6284.833573,0
32291.54455,277.3875685,0
66274.0729,11576.54224,1
34102.7912,1269.254575,0
21144.56287,703.363923,0
41049.97459,5890.113644,0
36351.27773,6619.832683,1
63144.45921,812.5725496,0
32086.91354,6362.390354,1
28873.16732,992.5777177,0
65359.29615,7707.240563,0
49064.28847,5636.35344,0
23763.06056,2950.314863,0
51845.94256,8750.832088,0
67035.32642,11276.62254,0
49240.7625,8004.35984,0
36132.32759,3009.39734,0
67006.80649,3692.169172,0
39453.64561,436.9352469,0
52205.60706,1135.152226,0
46319.4168,1523.072058,0
29398.72742,4673.766198,0
31135.60771,2457.91369,0
65603.81676,11775.35458,1
41362.50837,607.965612,0
60302.559,6509.698608,0
54468.27921,68.62545627,0
47683.71578,4752.287877,0
38160.1165,3429.901579,0
22925.81208,2547.279742,0
64087.85881,722.5195892,0
65824.51566,2643.106432,0
53451.93154,10529.72349,0
36455.48471,2464.162321,0
39573.34144,5785.884275,1
41052.36578,4652.951748,0
37895.18173,6071.340205,0
44827.23377,2639.916846,0
28341.08677,2248.242914,0
56887.2028,10969.59669,0
25146.59568,2890.652793,0
54739.16452,7218.968224,1
30497.20451,4573.59409,1
25358.89794,2220.2256,0
29993.5633,2749.585697,0
64675.77948,4628.603003,0
56256.03887,5452.244532,0
31702.3343,3587.722389,0
34113.11328,6360.154897,1
44666.01285,7548.444373,0
39421.36684,6111.961017,1
21683.19372,339.5922689,0
65697.59284,5644.653159,0
68657.7893,2427.949887,0
66981.413,6678.5628,0
45971.13349,4776.490486,0
42965.99275,8109.051409,0
50895.81034,5556.83987,0
46175.03194,1064.081875,0
44984.89912,4584.611816,0
66941.86486,12380.62471,1
31022.14485,6144.939436,0
46583.1996,6241.270508,1
56201.84143,8346.320922,0
31587.06486,2677.825713,0
40716.19089,2389.700759,0
64966.06564,11495.7311,1
68503.20589,3580.463677,0
33867.50226,5714.026374,1
54195.01517,6649.801459,0
50565.33709,693.1964169,0
57216.10102,3554.389365,0
29849.96714,3678.899676,0
29072.15179,1589.438432,0
29775.14222,3327.236235,0
46672.71314,1408.497717,0
66393.71115,9540.416626,0
29338.25645,5120.406797,1
67289.58568,13376.79771,1
45980.33434,5929.09803,1
34163.62565,6617.400172,0
52216.8158,6803.333393,1
62313.27763,925.7955921,0
49205.6371,3393.856589,0
65688.7315,3673.870415,0
43489.82845,6501.041226,0
40966.67453,2393.524149,0
37261.44712,2075.519822,0
58775.40389,5673.599822,0
39395.83041,7557.873338,0
21144.16215,987.7941458,0
33126.13272,4169.992872,0
30931.50602,1074.787904,0
31936.94201,4087.995048,0
38157.02968,5628.012004,0
21032.81869,4024.089367,1
50238.53247,2567.615154,0
67346.66246,6752.122458,0
33261.64602,586.6510962,0
53113.0361,10080.52438,0
42749.99032,4626.538637,0
42108.19992,1020.978164,0
61344.53221,7172.654332,0
54738.68229,6210.728279,0
69695.15045,8418.25316,1
62507.35478,6590.77723,0
61922.77464,1933.08292,0
58023.72377,2785.779563,0
27010.88377,2373.175255,0
21194.61617,1102.848094,0
68338.0974,12840.69671,1
67772.79368,5037.933861,0
67131.80269,2271.404537,0
33159.21728,2135.532137,0
66087.08847,11039.28872,0
60362.34427,10306.70536,1
54609.46518,5618.20457,0
63637.28183,9955.225362,1
40918.5703,3813.699268,0
51486.13032,3955.113351,0
44896.25649,3787.639141,0
24877.68441,1546.422886,0
52263.3555,10161.94667,1
42775.52551,6145.987757,0
67064.01367,8945.289469,1
50307.94468,7207.941173,0
37432.68096,4445.502385,0
30084.15883,737.2537244,0
61427.41464,2163.312487,0
54718.85279,2883.284107,0
47923.57551,6931.716435,0
22880.7276,1909.215139,0
46118.5501,2728.311486,0
35082.38569,2918.477721,0
38387.32228,6453.507839,1
57413.57224,9421.298413,0
28198.09734,4370.793619,0
50117.85704,3599.068821,0
34876.33293,3102.347059,0
64126.49168,4956.941565,0
41916.69268,6106.109586,0
50052.29293,5589.328271,0
39158.91751,6887.738421,0
62219.03754,5831.521429,0
67151.31861,3941.698673,0
46166.16313,901.7531177,0
23881.78651,1190.630105,0
48445.11312,8733.442215,0
32441.65201,840.7142066,0
33820.18651,4342.178111,0
61812.90135,3124.312409,0
25347.57266,2188.503086,0
33965.52371,3123.898738,0
23641.70268,4203.50356,0
50660.90425,7511.003494,0
44037.24398,5269.518403,0
51657.12396,609.3508858,0
46573.24438,5533.292189,0
26922.46222,3950.00079,0
48414.25154,2105.709505,0
43974.84053,8371.493105,0
65913.83201,12972.41836,1
64715.99897,11173.80845,0
25481.98791,4005.816148,0
54170.53261,1048.932372,0
51653.70474,1853.419156,0
66054.50623,10321.0987,0
60019.44714,6978.347128,0
31523.95286,5697.021469,0
65660.94854,93.15264188,0
61893.48364,6038.162662,0
49230.09821,8375.729867,0
38337.82947,5691.09349,0
64016.43339,10048.39421,0
46308.64516,6815.485141,0
66209.14427,7134.656119,0
47770.71142,5366.868793,0
29856.48632,4731.816864,1
21451.49729,1719.038044,0
59673.17045,7533.679839,0
47481.42964,9402.876118,1
36219.77291,4280.794199,0
59458.70434,1513.327637,0
67010.84098,11646.91061,0
58693.41942,4033.153519,0
43041.04139,2245.505278,0
31920.41272,217.1879621,0
32771.12541,1853.68197,0
55487.14713,178.6924716,0
68406.80717,2491.460861,0
37277.12306,4242.640648,0
39762.52658,3809.347155,0
41674.24314,3203.204656,0
25789.74203,4442.33178,0
24575.05989,1667.748767,0
58082.3601,9175.667318,0
67881.8805,10503.57125,0
50115.0549,3447.002152,0
40443.20363,1857.252327,0
65824.83738,154.9456163,0
51199.86984,4064.818093,0
67032.28946,5487.820266,0
42205.6829,2444.737196,0
37730.36211,5273.559352,0
47398.31104,9041.878835,0
48933.20969,5071.371891,0
53078.85583,10566.35387,0
53236.993,703.6021978,0
58121.95469,5161.107409,0
57261.15139,2527.755923,0
52102.5909,8799.819842,1
45165.92595,5534.550798,0
58809.29247,5470.587846,0
36598.34047,6849.29481,0
62096.28261,8034.747774,1
68114.07098,4325.099268,0
67978.46685,7382.502551,0
26615.5243,3458.193614,0
51254.37001,8747.208629,0
34428.97264,6016.615091,1
60974.58714,6165.65882,0
63330.73455,5170.899852,0
58168.47407,2935.367657,0
59579.60921,2319.362857,0
52219.8955,6560.469542,0
28700.87259,5090.310491,1
27193.74305,4518.858351,1
67417.571,6478.402532,0
57341.43277,784.8948568,0
64056.53612,5982.805039,0
66370.69351,5906.034309,0
45045.43165,8489.405985,0
58609.13148,4270.532996,0
53289.06797,7395.513416,1
60309.32883,2343.073833,0
45139.48639,1743.691464,0
22815.64061,2749.079844,0
45215.01469,383.8501673,0
40568.07518,5990.318608,0
43721.25181,5923.392464,0
38129.75487,3964.729278,0
22547.96164,2957.295712,0
57468.05944,8452.955624,0
25534.67352,1084.966942,0
26325.50339,3336.131472,0
65913.83084,11738.91571,0
67119.13596,2725.240313,0
62020.46813,114.2098881,0
37965.84934,299.0547059,0
62114.85602,12115.89231,1
36871.06176,792.7110544,0
65030.90935,2231.976166,0
23193.6046,548.5961163,0
59568.62432,7685.326744,0
50527.58417,5639.245689,0
60776.11021,10382.43968,1
61632.28271,3028.591328,0
45930.45265,7765.252827,0
25857.76559,1810.232339,0
55093.92123,6485.30159,0
42301.33448,1480.61489,0
51903.53425,8807.867971,0
64398.14616,1674.905633,0
41089.51083,997.1841685,0
36727.5509,794.5568182,0
38163.39454,454.3076768,0
35949.89641,3680.177028,0
44979.80219,6045.089487,1
48211.58184,2606.124698,0
28267.08995,965.3732272,0
33816.22334,5265.743252,0
33078.99598,6278.316279,0
36019.8172,2987.962123,0
34238.53029,6002.93511,0
62064.52068,2972.381023,0
44867.61524,366.1011044,0
37162.88822,3110.531147,0
65680.94802,8838.231305,0
58772.85748,7048.005343,0
32435.24811,5685.405228,0
58028.2132,5753.895027,0
60595.27533,4534.490222,0
36565.80389,1888.334736,0
20742.69697,2295.818094,0
46666.63801,7677.823856,1
32203.56694,838.0214411,0
36535.31539,271.7251877,0
28163.29507,2121.151956,0
39019.35774,3196.559769,0
24709.08325,1915.385594,0
43052.96856,488.9372735,0
25003.91611,2183.713426,0
46696.89266,4732.498144,0
50112.4622,5067.032925,0
43265.90032,6194.07205,0
67802.69446,13443.47318,0
55408.70595,10300.28125,0
67048.893,10839.91376,0
40262.59764,6535.85195,0
46427.49918,5671.45056,0
46911.1971,4263.853588,0
57359.55243,10011.41068,1
34569.30464,6254.527617,0
52797.40104,1080.42349,0
56630.39526,8442.891373,0
45245.73975,1974.009904,0
20803.61454,758.4348491,0
57717.60679,3153.222829,0
20647.88765,725.4568686,0
59046.45715,8237.046829,0
62662.25883,1965.921357,0
33614.49461,4837.787511,0
48765.12887,5183.859126,0
57240.75694,313.6279418,0
49973.66646,363.899917,0
41255.93969,5296.907773,0
61129.72316,11302.76769,0
48938.58344,3028.834619,0
68648.2414,9425.707309,1
41250.82854,7651.577272,0
22415.65476,4371.715441,0
24112.49939,3285.499948,0
41692.60518,1708.712503,0
23516.7277,559.9053229,0
53812.22648,3245.041667,0
29750.2948,3627.987077,0
22633.67692,553.5208586,0
28713.83052,1936.813257,0
63321.90927,8092.98278,1
35276.58799,6820.315404,1
35914.60931,520.9960335,0
31568.14432,5067.410013,0
39934.06749,184.7443024,0
48614.84968,5984.950784,0
29838.12481,5913.649556,1
57745.35888,5540.464047,0
44447.5293,2714.403108,0
51768.00534,6632.036203,1
34891.14044,6152.314492,0
45382.8079,2742.454975,0
40719.49032,6415.086244,1
55145.78501,8968.678877,0
48752.42408,8934.785761,1
55763.42742,7913.837734,1
36431.16141,6783.361363,0
40522.82828,7720.780489,0
42465.66975,7314.976322,0
38561.94404,4831.111171,0
54957.44967,6976.463275,0
24822.06984,2361.166802,0
25252.48774,434.8674516,0
25671.74258,2272.14762,0
60672.14559,6279.687007,0
60729.94924,5006.850087,0
40240.72756,7498.630447,1
57513.81746,6921.491029,1
64287.39763,6301.594778,0
48428.03365,7718.479795,1
55313.83225,9733.113189,1
27045.39957,2503.7884,0
58216.07198,9581.833306,1
34722.96483,4073.411901,0
58503.77101,7050.432526,0
55299.78724,8052.381283,0
49501.90592,2226.81958,0
61765.70904,3649.643103,0
48430.99367,6069.649094,1
66366.95742,465.0115658,0
55320.78001,5990.716973,0
48774.28816,3728.483342,0
61679.95316,3060.030168,0
61485.1796,3211.670281,0
24402.44017,101.2185381,0
21258.90278,706.6197387,0
48763.68054,8172.052504,1
24406.89381,1733.403111,0
61693.58631,1568.863689,0
22748.03304,108.6299113,0
21479.94672,1098.073365,0
51286.6564,1134.234384,0
27153.66392,3177.517372,0
36370.49398,2855.2161,0
32400.54496,3591.797505,0
60434.16443,2474.248112,0
57303.47976,10491.63215,0
42994.68224,4453.824617,0
68339.80794,2505.868398,0
49292.30314,967.1345882,0
57802.4297,6796.590935,0
50779.38079,6859.836596,0
35993.98976,93.89580488,0
21771.12934,350.4455484,0
61414.80126,9743.609259,0
35784.66349,110.2028905,0
24791.1867,4844.680983,0
49048.75736,6363.113668,0
69852.05872,9246.265058,0
21217.74746,2690.768134,1
48031.06741,7826.325909,0
64072.31322,2426.008622,0
56689.4639,5740.591698,0
45769.25952,8236.476519,0
35020.48877,6832.803042,1
56751.92851,7877.330041,0
27363.6318,3215.263093,0
48455.71741,1780.507334,0
21424.09133,1795.223958,0
69992.33271,52.87219028,0
68110.23995,11029.66771,1
48015.55474,54.00824238,0
23102.21779,1779.574528,0
46134.85414,8716.611259,0
48547.96138,1940.870699,0
26095.02691,5143.490416,0
64057.84479,5774.281958,0
24454.19062,864.9687379,0
40506.94401,5961.531816,0
43421.04574,4705.757083,0
55881.5418,8383.074165,1
45917.60069,8253.273858,0
52901.90954,729.3773772,0
41183.82466,7606.993239,0
25379.91548,4693.111697,1
27514.08847,192.1446105,0
44241.283,8733.179295,1
29076.33771,286.2644342,0
60536.91287,3132.551831,0
47881.956,5575.635648,0
49144.37106,1633.03578,0
33707.80104,321.5789312,0
46442.28279,1484.561548,0
25602.95725,2214.922493,0
61236.39608,6562.903837,0
48187.34788,2003.41185,0
29933.20193,5953.521871,1
41027.90736,4369.218876,0
49990.66011,1896.754994,0
59792.50859,660.2414526,0
35879.51999,5335.403499,0
29102.22172,1890.447478,0
30047.81941,5768.742735,0
59299.16272,4944.056264,0
64484.0148,1391.601802,0
36352.42229,6239.247526,0
66034.7543,3913.782124,0
51650.27137,3743.003437,0
31898.15991,2015.182969,0
58780.2335,5029.707636,0
67754.10467,2989.950997,0
48500.26815,7054.606149,0
55704.79816,5594.332971,0
50458.9582,9852.889427,0
48263.00343,7798.793463,1
38755.16271,4244.498033,0
68131.6643,7813.23983,0
28991.42394,1249.347564,0
35108.55795,4002.991276,0
28858.59887,3764.815174,1
22800.79677,3740.900936,1
29572.9759,5006.253823,0
21982.01737,4265.173704,1
45576.83836,4952.653346,0
55068.66894,4852.766598,0
56441.01624,9043.756044,0
68047.92531,4023.064765,0
36275.73586,644.3841948,0
52389.36685,10398.82059,0
23678.37611,1779.814597,0
37707.64295,268.2909708,0
57753.56896,5067.449964,0
30529.96329,6046.840845,0
44022.26874,1707.67287,0
58533.88468,7832.443321,0
33702.53183,922.0365897,0
40236.87207,4354.314412,0
62619.15599,3959.611772,0
50738.36219,9719.562798,0
64466.76014,8537.369666,1
64636.40219,2583.106425,0
22371.52219,2291.856428,0
67994.98847,7289.014109,0
49640.0047,5760.858734,0
42067.24645,4601.606183,0
43662.09269,7269.596897,1
34237.57542,2658.090632,0
26300.44655,2317.393678,0
30803.80616,623.0241528,0
54421.41016,3273.631823,0
24254.70079,2225.284643,0
59221.04487,1926.729397,0
69516.12757,3503.176156,0
44311.44926,5522.786693,1
43756.0566,1622.722598,0
69436.57955,7378.833599,0
